importId;prodProcess_code;name;priority;workCenter_code;description;minCapacityPerCycle;maxCapacityPerCycle;durationPerCycle_seconds
;PP-2009-1;CORTE CO2;3;CORTE;"PROCESO DELANTERO: ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ENTREGAR A ALFILERADO, VER MUESTRA FISICA";0;0;0
;PP-2009-1;ALFILERADO DELANTERO A1;4;ALFILERADO DELANTERO;"PROCESO DELANTERO: ALFILERAR DELANTERO CON DELANTERO FORRO DE ACUERDO A REFERENCIA + (DELANTERO FORRO INTERNO SI LO TIENE) ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR DELANTERO X1 40 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;ALFILERADO PINZAS BBL APP;5;"ALFILERADO PINZAS BBL ";"PROCESO DELANTERO: ALFILERADO MARCAR PINZAS DE COLAS CON PLANTILLA Y ENTREGAR A MAQUINA PLANA, SI LAS PINZAS ESTAN ABIERTAS (CORTADAS) EN FORMA DE V SE ENVIAN A Z1 Y NO SE MARCAN, LA MAQUINA QUE HACE LA PINZA DEVUELVE LAS COLAS A ALFILERADO,SE ENTREGA REFERENCIA A PRODUCCION
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERADO ENVIA COLAS PRODUCCION, VER MUESTRA FISICA";0;0;0
;PP-2009-1;PLANA PINZAS P5;6;PLANA PINZAS;"PROCESO DELANTERO: HACER PINZAS A COLAS, PIQUETES DE GUIA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PINZA X2 30 X H, X3 25 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;FILETEADORA F1;7;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR DELANTERO, PARA FIJAR FORRO CONTORNO (Y COPAS SI LAS TIENE)
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR DELANTERO COMPLETO 70 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;FILETEADORA F4;8;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR POSTERIOR PARA FIJAR FORRO (PIERNAS)(Y MARQUILLAR SI EL DISEÑO LO REQUIERE) SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR POSTERIOR COMPLETO 50 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C21;9;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: SE UNE LA COLA DE LYCRA A LA PARTE INFERIOR DE LA ESPALDA COMO INDICA EL PIQUETE, DEJANDO EL CENTRO EN PUNTA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COLAS A POSTERIOR, VER MUESTRA FISICA";0;0;0
;PP-2009-1;FLATSE MEAR FL2;10;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR COSTADOS Y POSTERIOR ESPALDA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COSTADO 60 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C5;11;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR RESORTE EN CONTORNO SUPERIOR SEGUN DISEÑO, (Y EN PIERNA SI EL DISEÑO LO REQUIERE) QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR RESORTE CON FOLDER 100 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C4;12;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR ENCAJE EN PIERNA Y COLOCAR ENCAJE EN IMPERIO (SUPERIOR) SI LA PRENDA LO REQUIERE),QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm PARA ENCAJE SILICONADO 5 CM Y SIN CAERCE DE LA MORA PARA EL ENCAJE CELESTIAL 3 CM
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR ENCAJE CON FOLDER 75 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;FLATSE MEAR FL1;13;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR TIRO SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR TIRO 60 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;Z3 RESORTE DE COLA Z4;14;Z3 RESORTE DE COLA;"PROCESO DELANTERO: COLOCAR RESORTE EN COLA, SEGUN REFERENCIA (DEJAR LISO EL RECORRIDO DEL PROTECTOR INTIMO SI LO TIENE)
PUNTADAS POR PULGADAS P X P: ANCHO 0,4 LARGO 0,3 
RECORRIDO OPERACIONAL DELANTERO : UNIR RESORTE COLA 50 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;FLATSE MEAR FL3;15;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE LA ENTREPIERNA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR ENTREPIERNA 55 X H, VER MUESTRA FISICA";0;0;0
;PP-2009-1;PRESILLADORA PR2;16;PRESILLADORA;"PROCESO DELANTERO: SE PRESILLA DE ACUERDO A LA REF., VER MUESTRA FISICA (PRENDAS ABIERTAS EN LA PARTE INTIMA CON ABROCHADURA EN FRENTE LLEVA Z DE 9 MM CON ANEXO DE PASADORES PARA Z)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PRESILLAR COMPLETO 30X H, VER MUESTRA FISICA";0;0;0
;PP-3001-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS;0;0;0
;PP-3001-1;CORTE CO1;2;CORTE;"PROCESO DELANTERO: VERIFICAR LAS ESPECIFICACIONES DEL MINI TRAZO, VERIFICAR QUE LAS LETRAS DEL TRAZO NO ESTEN MONTADAS.
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : CORTAR SEGUN MINI TRAZO";0;0;0
;PP-3001-1;CORTE CO2;3;CORTE;"PROCESO DELANTERO: ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, (ENTREGAR POR SEPARADO COLAS, COPAS,MANGAS,POSTERIORES LYCRA (SI LAS TIENE) PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES MARCADAS CON REFERENCIA, TALLA COLOR Y NUMERO DE PAQUETE
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : MARCAR TIQUETES CON REFERENCIA, TALLA COLOR Y NUMERO DE PAQUETE";0;0;0
;PP-3001-1;MANUAL MN3;4;MANUAL;"PROCESO DELANTERO: SE CORTA ABROCHADURA DE ACUERDO A LA REFERENCIA Y MEDIDA, VER MANUAL PARA SABER LAS MEDIDA SEGUN LA TALLA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : CORTAR ABROCHADURA 3 HILERAS";0;0;0
;PP-3001-1;FILETEADORA F17;5;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA ABROCHADURA COMPLETA PARTE INFERIOR 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : FILETEAR ABROCHADURA HEMBRA PARTE INFERIOR COMPLETA FILETE PERLA";0;0;0
;PP-3001-1;ALFILERADO A1;6;ALFILERADO;"PROCESO DELANTERO: ALFILERAR DELANTERO CON DELANTERO FORRO DE ACUERDO A REFERENCIA + (DELANTERO FORRO INTERNO SI LO TIENE)
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR DELANTERO X1 40 X H";0;0;0
;PP-3001-1;ALFILERADO A3;7;ALFILERADO;"PROCESO DELANTERO: COLOCAR CORRECTORES DE POSTURA DE ACUERDO A LOS PIQUETES DEL POSTERIOR DE LA PRENDA, TENER EN CUENTA EL CENTRO DEL CRUCE DE COSTURAS, VERIFICAR CON MUESTRA FISICA SI LOS CORRECTORES QUEDAN POR EL DERECHO O POR EL REVEZ.
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR CORRECTORES DE POSTURA 50 X H";0;0;0
;PP-3001-1;COLLARIN (3 AGUJAS) C13;8;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: FIJAR CORRECTORES DE POSTURA, VERIFICAR SIMETRIA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR CORRECTORES DE POSTURA 30 X H";0;0;0
;PP-3001-1;FILETEADORA F1;9;"FILETEADORA ";"PROCESO DELANTERO: FIJAR FORRO DELANTERO X2
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR DELANTERO COMPLETO 50 X H";0;0;0
;PP-3001-1;FILETEADORA F23;10;"FILETEADORA ";"PROCESO DELANTERO: HACER PINZAS EN MANGA
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA, PINZA EN MANGA X2 30 X H";0;0;0
;PP-3001-1;FILETEADORA F4;11;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR POSTERIOR PARA FIJAR FORRO
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR POSTERIOR COMPLETO 50 X H";0;0;0
;PP-3001-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) C16;12;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO DELANTERO: HACER DOBLADILLO, A 2 CM 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : DOBLADILLOS 30 X H";0;0;0
;PP-3001-1;FLATSE MEAR FL9;13;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR MANGAS A LA SISA, PIQUETE QUE INDICA PARTE DELANTERA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : UNIR MANGAS A LA SISA";0;0;0
;PP-3001-1;FLATSE MEAR FL2;14;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR COSTADOS 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COSTADO 60 X H";0;0;0
;PP-3001-1;COLLARIN (3 AGUJAS) C27;15;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: UNIR RESORTE MORA EN LA PARTE INFERIOR DE LA PRENDA CONTORNO IMPERIO
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR RESORTE MORA";0;0;0
;PP-3001-1;PLANA P2;16;PLANA;"PROCESO DELANTERO: FIJAR ABROCHADURA HILERAS CONTINUAS AL DELANTERO EN EL LADO DERECHO HEMBRA Y LADO IZQUIERDO MACHO HACIENDO REMATE AL FINALIZAR
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO : FIJAR ABROCHADURA HILERAS CONTINUAS 30 X H";0;0;0
;PP-3001-1;COLLARIN (3 AGUJAS) C7;17;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: FIJAR ABROCHADURA HILERAS CONTINUAS VERTICALMENTE
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURADO ABROCHADURA 70 X H";0;0;0
;PP-3001-1;FILETEADORA F10;18;"FILETEADORA ";"PROCESO DELANTERO: EMPAREJAR DELANTERO SUPERIOR 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : EMPAREJAR DELANTERO X2 60 X H, X1 120 X H";0;0;0
;PP-3001-1;FILETEADORA F17;19;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA ABROCHADURA COMPLETA PARTE INFERIOR 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : FILETEAR ABROCHADURA HEMBRA PARTE INFERIOR COMPLETA FILETE PERLA";0;0;0
;PP-3001-1;COLLARIN (2 AGUJAS) C8;20;COLLARIN (2 AGUJAS);"PROCESO DELANTERO: SESGAR PRENDA (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : SESGAR 75 X H";0;0;0
;PP-3001-1;PRESILLADORA PR2;21;PRESILLADORA;"PROCESO DELANTERO: SE PRESILLA DE ACUERDO A LA REFERENCIA, VER MANUAL (PRENDAS ABIERTAS EN LA PARTE INTIMA CON ABROCHADURA EN FRENTE LLEVA Z DE 1CM CON ANEXO DE PASADORES PARA Z)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PRESILLAR COMPLETO 30X H";0;0;0
;PP-310-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS;0;0;0
;PP-310-1;CORTE CO1;2;CORTE;"PROCESO DELANTERO Y POSTERIOR: CORTAR SEGUN MINI TRAZO, VERIFICAR LAS ESPECIFICACIONES DEL MINI TRAZO, VERIFICAR QUE LAS LETRAS DEL TRAZO NO ESTEN MONTADAS, CORTE ENTREGA 1 TRAZO POR CADA COLOR A CORTAR, ASI TODAS LAS PIEZAS QUEDAN CON SU RESPECTIVO MOLDE. ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : CORTAR SEGUN MINI TRAZO, VER MUESTRA FISICA";0;0;0
;PP-310-1;CORTE CO2;3;CORTE;"PROCESO DELANTERO Y POSTERIOR: ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : ENTREGAR A ALFILERADO, VER MUESTRA FISICA";0;0;0
;PP-310-1;MANUAL MN3;4;MANUAL;"PROCESO DELANTERO Y POSTERIOR: CORTAR ABROCHADURA SEGUN REFERENCIA Y TALLA, VERIFICAR CON MANUAL 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : CORTAR ABROCHADURA 3 HILERAS, VER MUESTRA FISICA";0;0;0
;PP-310-1;FILETEADORA FILETE PERLA F8;5;FILETEADORA FILETE PERLA;"PROCESO DELANTERO Y POSTERIOR: FILETEAR ABROCHADURA SEGUN REFERENCIA 
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : FILETE PERLA ABROCHADURA A.A. 5O - A. 100, VER MUESTRA FISICA";0;0;0
;PP-310-1;ALFILERADO A1;6;ALFILERADO;"PROCESO DELANTERO Y POSTERIOR: ALFILERAR DELANTERO CON DELANTERO FORRO DE ACUERDO A REFERENCIA + (DELANTERO FORRO INTERNO SI LO TIENE) ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : ALFILERAR DELANTERO X1 40 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;ALFILERADO A5;7;ALFILERADO;"PROCESO DELANTERO Y POSTERIOR: ALFILERAR POSTERIOR CON POSTERIOR FORRO (+ POSTERIOR EXTERNO LYCRA SI LA REFERENCIA LO TIENE) SEGUN DISEÑO, ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : ALFILERAR POSTERIOR X2, VER MUESTRA FISICA";0;0;0
;PP-310-1;FILETEADORA LOOPER CIEGO F3;8;FILETEADORA LOOPER CIEGO;"PROCESO DELANTERO Y POSTERIOR: UNIR COSTADO DELANTERO CON POSTERIOR X 2 Y POSTERIOR ESPALDA X 1
PUNTADAS POR PULGADAS P X P: 18
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : UNIR CON LOOPER CIEGO X 3 - 60/U, VER MUESTRA FISICA";0;0;0
;PP-310-1;OBSERVACION 1;9;;SE UNEN LOS DELANTEROS Y LOS POSTERIORES SEGUN PIQUETES DE INDICACION, GUIARSE CON LOS MOLDES;0;0;0
;PP-310-1;FLATSE MEAR FLF;10;"FLATSE MEAR ";"PROCESO DELANTERO Y POSTERIOR: HACER COSTURAS DE REFUERZO EN UNIONES DE FILETEADORA LOOPER CIEGO 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : REFUERZO DE COSTURAS, VER MUESTRA FISICA";0;0;0
;PP-310-1;2 AGUJAS P6;11;2 AGUJAS;"PROCESO DELANTERO Y POSTERIOR: COLOCAR TAPAVARILLAS SEGUN REFERENCIA (MARCAS DE INDICACION O PIQUETES)
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : COLOCAR TAPAVARILLAS 50 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;FILETEADORA F12;12;"FILETEADORA ";"PROCESO DELANTERO Y POSTERIOR: SE EMPÁREJA LA PARTE INFERIOR DE INICIO A FIN
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : EMPAREJAR PARTE INFERIOR X2 60 X H, X1 120 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) CAB;13;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO DELANTERO Y POSTERIOR: SESGAR PARTE INFERIOR (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : SESGAR INFERIOR 100 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;PRESILLADORA PR4;14;PRESILLADORA;"PROCESO DELANTERO Y POSTERIOR: PRESILLAR SOBRE TAPAVARILLAS PARTE INFERIOR (SI TIENE SESGO)=A 2 MM DEL ORILLO DEL SESGO SIN PISARLO SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : PRESILLAR PARTE INFERIOR SOBRE TAPA VARILLAS, VER MUESTRA FISICA";0;0;0
;PP-310-1;PLANA P8;15;PLANA;"PROCESO DELANTERO Y POSTERIOR: FIJAR CIERRE AL DELANTERO SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : UNIR CIERRE AL DELANTERO, VER MUESTRA FISICA";0;0;0
;PP-310-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C3;16;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO Y POSTERIOR: FIJAR CIERRE EN FORMA VERTICAL LADO DERECHO Y LADO IZQUIERDO
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : FIGURADO DE CIERRE 70 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;OBSERVACION 2;17;;SE FIJA LA ABROCHADURA LADO DEL MACHO SOLO AL LADO DEL CIERRE (NO SE FIJA POR FUERA), SE PASA A TAPAVARILLAS Y LUEGO SE FIJA EL LADO DE AFUERA DE LA ABROCHADURA CON HILO DEL COLOR DE LA PRENDA ( TONO A TONO );0;0;0
;PP-310-1;PLANA P1;18;PLANA;"PROCESO DELANTERO Y POSTERIOR: COLOCAR ABROCHADURA 1 HILERA CONTINUA SEGUN REFERENCIA POR EL REVEZ SOBRE EL CIERRE, LADO DERECHO HEMBRA DEJANDO UNA PESTAÑA DE 3mm SOBRE EL ORILLO, MACHO LADO IZQUIERDO, SI EL DISEÑO LO REQUIERE: HACER RECUADRO EN LA PARTE INFERTIOR DE 7mm 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : UNIR ABROCHADURA 1 HILERA CONTINUA 50 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;2 AGUJAS P6;19;2 AGUJAS;"PROCESO DELANTERO Y POSTERIOR: COLOCAR TAPAVARILLAS SEGUN REFERENCIA (MARCAS DE INDICACION O PIQUETES)
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : COLOCAR TAPAVARILLAS 50 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;MANUAL M6;20;MANUAL;"PROCESO DELANTERO Y POSTERIOR: METER VARILLAS POR EL CENTRO DEL TAPAVARILLAS 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : METER VARILLAS X9 50 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;FILETEADORA F5;21;"FILETEADORA ";"PROCESO DELANTERO Y POSTERIOR: EMPAREJAR CONTORNO SUPERIOR COMPLETO Y MARQUILLAR SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : EMPAREJAR Y MARQUILLAR, VER MUESTRA FISICA";0;0;0
;PP-310-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) C8;22;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO DELANTERO Y POSTERIOR: SESGAR PRENDA SEGUN REFERENCIA (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : SESGAR 75 X H, VER MUESTRA FISICA";0;0;0
;PP-310-1;ZIG ZAG Z9;23;ZIG ZAG;"PROCESO DELANTERO Y POSTERIOR: COLOCAR HERRAJE DE LUJO EN EL DELANTERO LADO IZQUIERDO A 3 CM DEL ORILLO DEL CIERRE SOBRE LA COSTURA DE LA COLLARIN 
PUNTADAS POR PULGADAS P X P: ANCHO 0,4 LARGO 0
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : COLOCAR HERRAJE DE LUJO, VER MUESTRA FISICA";0;0;0
;PP-310-1;PRESILLADORA PR3;24;PRESILLADORA;"PROCESO DELANTERO Y POSTERIOR: PRESILLAR SOBRE TAPAVARILLAS PARTE SUPERIOR (SI TIENE SESGO)=A 2 MM DEL ORILLO DEL SESGO SIN PISARLO, COLOCAR Z Y PASADOR SI ES CON CIERRE SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : PRESILLAR SOBRE TAPA VARILLAS, VER MUESTRA FISICA";0;0;0
;PP-310-1;PRODUCCION TERMINADO P.T.;25;PRODUCCION TERMINADO;"PROCESO DELANTERO Y POSTERIOR: SE ENTREGA PRENDA VERIFICANDO PAQUETE, TALLA, COLOR, CLIENTE Y MARQUILLA, SE ENTREGAN LOS PAQUETES COMPLETOS AL MODULO DE CALIDAD 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : ENTREGAR A CALIDAD, VER MUESTRA FISICA";0;0;0
;PP-310-1;CALIDAD CL;26;CALIDAD;"PROCESO DELANTERO Y POSTERIOR: VERIFICAR CON EL PAQUETE QUE RECIBE COMPLETA LA ORDEN DEL PEDIDO, VERIFICAR QUE LA REFERENCIA SI CORRESPONDE AL DISEÑO DEL TIQUETE, SE VERIFICA CON MUESTRA FISICA QUE LA PRENDA CORRESPONDE A LA SOLICITADA EN EL PAQUETE, PULIR HEBRAS, QUEMAR TERMINACIONES LEVEMENTE PARA SELLAR ORILLOS (SOLO LO QUE ESTA APROBADO DE SER SELLADO), REVISAR PRENDA QUE NO TENGA SALTOS, QUE NO ESTEN RECOGIDAS LAS COSTURAS, QUE ESTE LIMPIA, QUE COINSIDA LAS MEDIDAS CON LA TALLA (MARQUILLA) REVISAR SI LLEVA MARQUILLA IMPORTADOR, REVISAR SIMETRIA DE LA PRENDA, SI TIENE CIERRE Y CIERRE DE ENTREPIERNA REVISAR QUE SUBA Y BAJE SIN NINGUN OBSTACULO, VERIFICAR QUE EL CIERRE NO ESTE BOLERUDO O SURCIDO Y QUE NO TENGA ARRUGAS, SI TIENE BROCHE REVISAR QUE TODOS LOS GANCHOS ESTEN PAREJOS, BIEN COSIDOS Y QUE NO FALTE NINGUNO, SI HAY VARILLAS REVISAR QUE NO TENGAN ARRUGAS LOS TAPA VARILLAS Y VERIFICAR QUE ESTEN COMPLETAS LAS VARILLAS, REVISAR QUE ESTEN COMPLETAS TODAS LAS COSTURAS QUE CORRESPONDEN DE LAS DIFERENTES MAQUINAS, REVISAR QUE LAS PUNTADAS POR PULGADAS SEAN LAS APROBADAS, SE DEJA LA PRENDA CERRADA LISTA PARA EMPAQUE 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : RECIBIR CON PAQUETES, VER MUESTRA FISICA";0;0;0
;PP-310-1;EMPAQUE EMP;27;"EMPAQUE ";"PROCESO DELANTERO Y POSTERIOR: SE RECIBE PRODUCCION CON CALIDAD, CERRADA Y PULIDA, SE VERIFICA CON PAQUETE, SE LE COLOCA LAS LAMINAS Y STIKER CORRESPONDIENTES SEGUN PAQUETE, SE EMPACA EN BOLSA SEGUN EL DISEÑO, SE ENTREGA PRODUCCION COMPLETA AL AREA DE BODEGA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIO UNIDOS : RECIBIR CON PAQUETE, VER MUESTRA FISICA";0;0;0
